iter	Logloss
140	0.3794982334
141	0.3794748475
142	0.3793723452
143	0.3793196203
144	0.3791007688
145	0.3790292386
146	0.3789234481
147	0.3788916648
148	0.3786989062
149	0.3786520028
150	0.3785799721
151	0.3784857293
152	0.3783736891
153	0.378297564
154	0.378192568
155	0.378142484
156	0.3781019598
157	0.3780725121
158	0.3779864314
159	0.3779444617
160	0.3778250402
161	0.3777968134
162	0.3777659652
163	0.3777068332
164	0.377665034
165	0.3776030639
166	0.3775554011
167	0.3775306459
168	0.3774774218
169	0.3772931565
170	0.3770269974
171	0.3769930554
172	0.376976752
173	0.3769308473
174	0.3767693658
175	0.3767426625
176	0.3766627846
177	0.3766186548
178	0.3765340579
179	0.3765074454
180	0.3763576995
181	0.376329443
182	0.3762750034
183	0.3762470195
184	0.37622111
185	0.3761813085
186	0.3760862366
187	0.3760619145
188	0.3760409552
189	0.375994641
190	0.3759879487
191	0.3757927629
192	0.3757220502
193	0.3756980433
194	0.3756396953
195	0.3756072451
196	0.3755823873
197	0.3755386765
198	0.375510332
199	0.3754530006
200	0.3752722051
201	0.3751215118
202	0.3750973317
203	0.3750587857
204	0.3749674055
205	0.3749202116
206	0.3748767372
207	0.3748565568
208	0.3748157509
209	0.3747759814
210	0.374735439
211	0.3746853943
212	0.3745791015
213	0.3745578981
214	0.374531652
215	0.374488727
216	0.3744080568
217	0.3743381407
218	0.3742311018
219	0.3741558039
220	0.3741311837
221	0.3741105474
222	0.3740570751
223	0.3739144087
224	0.3738783235
225	0.3738295274
226	0.3737161729
227	0.3736502155
228	0.3735970625
229	0.373539432
230	0.3732437534
231	0.3731843079
232	0.3731600801
233	0.3731248563
234	0.3730885906
235	0.3730692225
236	0.3730096195
237	0.3729742857
238	0.3729482215
239	0.3728276347
240	0.3727110691
241	0.3726688419
242	0.3724702765
243	0.3724226886
244	0.3723947682
245	0.3723668099
246	0.3722611349
247	0.3721962487
248	0.3721561055
249	0.3721043895
250	0.3720775588
251	0.3720365906
252	0.3719874543
253	0.3719673077
254	0.3718901703
255	0.371759806
256	0.371632798
257	0.371608335
258	0.3715488579
259	0.3715207958
260	0.3713742444
261	0.371341291
262	0.3712986672
263	0.3712479234
264	0.370885869
265	0.3708249608
266	0.3707366739
267	0.3707072941
268	0.3706709749
269	0.3705951262
270	0.3704696036
271	0.3702285664
272	0.3701395109
273	0.3700674745
274	0.3700117885
275	0.3698643578
276	0.3698378419
277	0.3698009775
278	0.36975803
279	0.369735827
280	0.3696971405
281	0.3696554833
282	0.3696124017
283	0.3695807233
284	0.3695470681
285	0.3693441018
286	0.3693081685
287	0.369268362
288	0.3692329458
289	0.3691851816
290	0.3690856581
291	0.369038407
292	0.3688488526
293	0.3688105817
294	0.3687591793
295	0.3687244712
296	0.3686862825
297	0.3686425732
298	0.3685568249
299	0.3685252469
300	0.3685047417
301	0.3684633533
302	0.3684348004
303	0.368411707
304	0.3682975382
305	0.368231727
306	0.368081174
307	0.3680648764
308	0.3680356377
309	0.3679541364
310	0.3679117352
311	0.3678898583
312	0.3678332391
313	0.3677420799
314	0.367709949
315	0.3676693153
316	0.3676419935
317	0.3675971394
318	0.3675336534
319	0.3674882382
320	0.3674098529
321	0.3672901045
322	0.3672557329
323	0.3672060846
324	0.367133729
325	0.3671033831
326	0.3670059713
327	0.3669869852
328	0.3669272454
329	0.3668965867
330	0.3666486416
331	0.3666161326
332	0.3665967191
333	0.3665583966
334	0.3665367872
335	0.3664938589
336	0.3663782872
337	0.3663487441
338	0.3663118267
339	0.3662758618
340	0.3662409521
341	0.3662035856
342	0.3661809253
343	0.3661461881
344	0.3660917008
345	0.3659923662
346	0.3659146359
347	0.3658682062
348	0.3658370515
349	0.3658025869
350	0.3656877247
351	0.3656503676
352	0.3656251858
353	0.3655821826
354	0.3655557064
355	0.3654880858
356	0.3654470358
357	0.3654140663
358	0.3653688534
359	0.3653225858
360	0.3652955981
361	0.3652354503
362	0.3651553401
363	0.3651278746
364	0.3651048482
365	0.3650745902
366	0.3650480162
367	0.3650230605
368	0.3649823379
369	0.3649388655
370	0.3649010104
371	0.3648786346
372	0.3648418032
373	0.3648166832
374	0.3647933277
375	0.3647436534
376	0.3646885235
377	0.3646461854
378	0.3646233914
379	0.364603774
380	0.3645727969
381	0.3645279838
382	0.3644937954
383	0.3644674654
384	0.3644381211
385	0.3644052378
386	0.3643670452
387	0.3643389329
388	0.3643090204
389	0.3642620578
390	0.3642369334
391	0.3641989442
392	0.3641705962
393	0.3641420121
394	0.3641196257
395	0.3640729395
396	0.364055782
397	0.3640333852
398	0.3639880615
399	0.3639298586
400	0.3639155746
401	0.3638895765
402	0.3637696972
403	0.3637364399
404	0.3636879708
405	0.3636788918
406	0.3636375092
407	0.3636036021
408	0.3635895282
409	0.3635669923
410	0.3635138872
411	0.3634601755
412	0.3634432783
413	0.3634092502
414	0.3633718914
415	0.3633272295
416	0.3633039633
417	0.3632780036
418	0.3632654332
419	0.3632450066
420	0.363213977
421	0.363189444
422	0.3631479577
423	0.3630312591
424	0.3629984819
425	0.362972922
426	0.3629483596
427	0.3629116797
428	0.3628882673
429	0.3628432771
430	0.3628242047
431	0.3626578916
432	0.3626224623
433	0.3626091138
434	0.3625791696
435	0.3625580457
436	0.3625415623
437	0.3625087026
438	0.3624855622
439	0.3624341408
440	0.3624120395
441	0.3623820005
442	0.3623585396
443	0.3623193318
444	0.3622794915
445	0.3622456924
446	0.36221554
447	0.3621641887
448	0.3621330466
449	0.3621056217
450	0.3620747763
451	0.3620343161
452	0.3619022947
453	0.3618822403
454	0.3618329257
455	0.3617943558
456	0.3617621747
457	0.3617277302
458	0.3617007679
459	0.3616769593
460	0.3616443041
461	0.3616149282
462	0.3615804737
463	0.3615439194
464	0.361432779
465	0.361416629
466	0.3613862546
467	0.3613570733
468	0.3613395574
469	0.361324604
470	0.3612891986
471	0.3612515301
472	0.3612212291
473	0.3611936031
474	0.3611663127
475	0.3611327704
476	0.3610983063
477	0.3610659014
478	0.3610400369
479	0.3610029385
480	0.3609731505
481	0.3609430274
482	0.3609222515
483	0.3609005078
484	0.3608526816
485	0.3608204887
486	0.3607886333
487	0.3607699775
488	0.3607476881
489	0.3607103564
490	0.3606785158
491	0.3606584229
492	0.3606359653
493	0.360604391
494	0.3605961057
495	0.3605770506
496	0.360552911
497	0.3605205033
498	0.3604930753
499	0.3604311267
500	0.3604033962
501	0.3603754476
502	0.3603546828
503	0.3603142124
504	0.3602813036
505	0.3601878944
506	0.3601596736
507	0.3601293745
508	0.3601046396
509	0.3600972919
510	0.3600549785
511	0.3600200909
512	0.3600112105
513	0.3599781063
514	0.3599495069
515	0.3599100325
516	0.3598854328
517	0.3598522076
518	0.3598079953
519	0.3597685035
520	0.3597360434
521	0.3597261838
522	0.359695209
523	0.3596139822
524	0.3595716653
525	0.3594901891
526	0.3594709993
527	0.3594393868
528	0.3594081478
529	0.3593743205
530	0.3593530955
531	0.359322204
532	0.3592536276
533	0.3592136625
534	0.359183887
535	0.3591731234
536	0.3591654033
537	0.3591454743
538	0.3591134915
539	0.3591021288
540	0.3590329704
541	0.3590167352
542	0.3589896236
543	0.3589644964
544	0.3589529005
545	0.3589264301
546	0.3589154942
547	0.3588665744
548	0.3588329405
549	0.3588037107
550	0.3587801239
551	0.3587703064
552	0.3587372383
553	0.3587019323
554	0.3586827359
555	0.3586668081
556	0.358640394
557	0.3586070835
558	0.3585980181
559	0.358574205
560	0.3585471754
561	0.358518379
562	0.3584867978
563	0.3584565157
564	0.3584376955
565	0.3584138138
566	0.3584043638
567	0.3583751366
568	0.3583606527
569	0.3583541385
570	0.3583061287
571	0.3582773706
572	0.3582532715
573	0.3582318518
574	0.3582095746
575	0.3581969786
576	0.3581663916
577	0.3581497943
578	0.3581231084
579	0.3581066739
580	0.3580740062
581	0.3580467581
582	0.358021246
583	0.3579880824
584	0.3579273102
585	0.3579040732
586	0.3578481914
587	0.3578281677
588	0.3578034009
589	0.3577750881
590	0.3577477075
591	0.3577400243
592	0.3577300716
593	0.3577216291
594	0.3576698359
595	0.3576323736
596	0.3576018671
597	0.357573596
598	0.3575523445
599	0.3575179723
600	0.3574952541
601	0.3574635447
602	0.3574377133
603	0.3574144124
604	0.3573957446
605	0.357353786
606	0.3573012922
607	0.3572722892
608	0.3572526477
609	0.3572332691
610	0.3572259567
611	0.357209341
612	0.3571966752
613	0.3571874414
614	0.3571699043
615	0.3571595335
616	0.3571394264
617	0.3570841536
618	0.3570603365
619	0.3570003022
620	0.3569744877
621	0.3569309288
622	0.3568890377
623	0.356864732
624	0.3568326392
625	0.356808082
626	0.3567952892
627	0.3567574988
628	0.3567299827
629	0.3567124201
630	0.3566993802
631	0.3566718429
632	0.3566575725
633	0.3566264083
634	0.3566077677
635	0.356564776
636	0.3565506598
637	0.356524733
638	0.3564722287
639	0.3564452305
640	0.3564220391
641	0.3563934533
642	0.3563696358
643	0.3563423651
644	0.3563224624
645	0.3562897529
646	0.3562612243
647	0.3562244452
648	0.3562131383
649	0.3561968021
650	0.3561776066
651	0.356156813
652	0.3561242252
653	0.3561024794
654	0.3560741787
655	0.3560556447
656	0.3560327084
657	0.3560257314
658	0.3559974313
659	0.3559869057
660	0.3559537991
661	0.3559344312
662	0.3559142742
663	0.3559008416
664	0.3558767073
665	0.3558530847
666	0.3558243292
667	0.3557835762
668	0.3557566211
669	0.3557194431
670	0.3556900751
671	0.3556567947
672	0.3556370191
673	0.3556212639
674	0.3555774529
675	0.3555530157
676	0.3555226796
677	0.3555045314
678	0.3554743631
679	0.3554531504
680	0.3554252863
681	0.355414924
682	0.3553860862
683	0.3553637729
684	0.3553452482
685	0.3553362741
686	0.355330065
687	0.3553235543
688	0.3553005997
689	0.355281522
690	0.3552462549
691	0.3552315979
692	0.3552265395
693	0.3552178715
694	0.3551873561
695	0.3551565433
696	0.3551407204
697	0.35509954
698	0.3550611114
699	0.3550506999
700	0.3550363168
701	0.3550040763
702	0.3549672971
703	0.3549314972
704	0.3549053577
705	0.3548813705
706	0.3548478811
707	0.354827096
708	0.3548007338
709	0.3547692683
710	0.3547526749
711	0.3547189785
712	0.3547116127
713	0.354674723
714	0.3546607112
715	0.3546287908
716	0.3546167441
717	0.3545959349
718	0.3545791811
719	0.3545665044
720	0.3545551865
721	0.3545507546
722	0.3545425301
723	0.3545314795
724	0.3545223501
725	0.3545068804
726	0.354476999
727	0.3544333098
728	0.3544097428
729	0.3544036973
730	0.3543962827
731	0.3543756043
732	0.3543442421
733	0.3543184258
734	0.3542899635
735	0.3542579105
736	0.3542286328
737	0.3542198248
738	0.3541937434
739	0.3541695126
740	0.3541399795
741	0.3541256326
742	0.3540962043
743	0.3540478814
744	0.354038437
745	0.3540336767
746	0.3540227072
747	0.353983906
748	0.353942302
749	0.3539238069
750	0.3539041988
751	0.3538947034
752	0.3538884297
753	0.3538582141
754	0.3538363581
755	0.3538253543
756	0.3537880356
757	0.3537760001
758	0.3537487629
759	0.3537206709
760	0.3536927539
761	0.3536572567
762	0.3535976882
763	0.3535707367
764	0.3535355995
765	0.3535241937
766	0.3534982333
767	0.3534619734
768	0.3534406602
769	0.3534062263
770	0.3533718086
771	0.3533650205
772	0.3533373817
773	0.3533112636
774	0.3532838072
775	0.3532585828
776	0.3532381671
777	0.3532286325
778	0.3532071747
779	0.3531893279
780	0.3531592876
781	0.3531359234
782	0.3530996568
783	0.3530760001
784	0.3530485363
785	0.3530129495
786	0.3530067858
787	0.3529770555
788	0.3529534399
789	0.3529287838
790	0.3529031743
791	0.3528816319
792	0.3528588052
793	0.3528358011
794	0.3528116651
795	0.3527926269
796	0.3527815042
797	0.3527616584
798	0.3527427328
799	0.3527336194
800	0.3527221186
801	0.3527032432
802	0.3526860366
803	0.35266708
804	0.3526501818
805	0.3526289041
806	0.3526206069
807	0.3525937687
808	0.3525553343
809	0.3525345737
810	0.352515381
811	0.3524980489
812	0.3524836481
813	0.3524681588
814	0.3524337795
815	0.3524122241
816	0.3523983805
817	0.3523697214
818	0.3523442688
819	0.3523057366
820	0.3522980829
821	0.352279686
822	0.3522566069
823	0.3522480787
824	0.3522314329
825	0.3522225053
826	0.3522121593
827	0.352184348
828	0.3521651971
829	0.3521314991
830	0.3521069437
831	0.3520766853
832	0.3520683193
833	0.352039676
834	0.351997416
835	0.3519799782
836	0.3519583876
837	0.35193554
838	0.3519202882
839	0.3518938103
840	0.3518686693
841	0.3518584855
842	0.3518285981
843	0.3518070201
844	0.3517934514
845	0.3517829919
846	0.3517532272
847	0.3517376665
848	0.3517305036
849	0.3517248679
850	0.3517059818
851	0.3516661362
852	0.3516245651
853	0.3516049423
854	0.3515694182
855	0.3515510641
856	0.3515392189
857	0.3515016995
858	0.351495612
859	0.3514826937
860	0.3514626118
861	0.3514503544
862	0.3514233801
863	0.3514053583
864	0.3513826941
865	0.3513569888
866	0.3513252146
867	0.3513033436
868	0.3512800593
869	0.3512616813
870	0.3512438867
871	0.3512121766
872	0.3511864861
873	0.3511637513
874	0.3511526864
875	0.3511201914
876	0.3511160349
877	0.3510995084
878	0.3510585
879	0.3510418703
880	0.3510179518
881	0.3510086101
882	0.350999114
883	0.3509720087
884	0.3509358005
885	0.3509046943
886	0.3508758501
887	0.3508614487
888	0.3508406039
889	0.3508198033
890	0.3507987928
891	0.3507704306
892	0.3507614022
893	0.350756697
894	0.3507276989
895	0.3507018176
896	0.3506939748
897	0.3506765787
898	0.3506649107
899	0.3506153665
900	0.3505898049
901	0.3505610815
902	0.3505399087
903	0.3505260954
904	0.3505073487
905	0.3504921367
906	0.3504755491
907	0.3504537569
908	0.3504454822
909	0.3504319052
910	0.3504092608
911	0.3503865822
912	0.3503610874
913	0.3503339569
914	0.3503262452
915	0.3503036578
916	0.350276183
917	0.3502532553
918	0.3502266643
919	0.3502065623
920	0.3501774518
921	0.3501622713
922	0.3501374495
923	0.3501147809
924	0.3500926334
925	0.3500647229
926	0.3500449801
927	0.3500153772
928	0.3499803898
929	0.3499616867
930	0.3499434205
931	0.3499352694
932	0.349927754
933	0.3499034762
934	0.3498778384
935	0.3498485863
936	0.3498331675
937	0.349828832
938	0.3498103577
939	0.3497668453
940	0.349741863
941	0.3497203165
942	0.3496873611
943	0.349670725
944	0.3496584633
945	0.34963571
946	0.3496204515
947	0.3496135246
948	0.3495844233
949	0.3495692427
950	0.3495588505
951	0.3495426765
952	0.3495188484
953	0.3495139094
954	0.3495091842
955	0.3494934976
956	0.3494895287
957	0.3494742199
958	0.3494673044
959	0.3494354633
960	0.349423245
961	0.3493937807
962	0.3493736226
963	0.3493638125
964	0.349345351
965	0.3493387563
966	0.3493040517
967	0.3492834295
968	0.3492740789
969	0.3492571605
970	0.3492406088
971	0.3492237302
972	0.3491972913
973	0.3491777725
974	0.3491657314
975	0.3491600273
976	0.3491495539
977	0.3491156083
978	0.349110663
979	0.3490889954
980	0.3490560311
981	0.3490515273
982	0.3490346906
983	0.3490137264
984	0.3489887655
985	0.3489497789
986	0.3489319315
987	0.3489146467
988	0.3488974774
989	0.3488741516
990	0.3488478099
991	0.3488312588
992	0.3488040087
993	0.3487859533
994	0.3487741744
995	0.3487638979
996	0.3487287093
997	0.3487098446
998	0.3487011274
999	0.3486752117
